CustomerID,Name,Email,Age,Gender,Location,ProductID,Category,Subcategory,Price,Weight,Dimensions,OrderID,Date_Order,TotalAmount,ShippingMethod,Status,InventoryID,StockLevel,RestockThreshold,LastRestockDate,WarehouseID,Location_warehouse,Capacity,SupplierID,Company,Location_Supplier,QualityScore
3666,MR. AUSTIN RICH,KATHYHAYS@EXAMPLE.COM,60,MALE,Summersstad,12,CLOTHING,DRESSES,676.6,3.47,47x47x10,3666,01-20-2023,£3755.15,STANDARD,Shipped,3666,616,404,2020-09-04,39,New Samantha,8984,6,Morgan LLC,NEW MARKTOWN,2.48
3667,TREVOR REYNOLDS,WOODARDRYAN@EXAMPLE.ORG,25,MALE,Port Adam,48,CLOTHING,JEANS,330.36,44.34,17x13x5,3667,07-05-2022,£966.5,TWO-DAY,Delivered,3667,717,398,2021-03-31,90,Port Andrew,12937,7,Miller Group,CLARKMOUTH,6.56
3669,SUZANNE GUZMAN,MILLERMATTHEW@EXAMPLE.COM,26,FEMALE,Chelseaborough,21,FURNITURE,SOFAS,807.33,13.91,31x33x5,3669,08-10-2023,$2154.24,TWO-DAY,Pending,3669,551,224,2022-01-15,26,Davidberg,17694,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
3670,MARIA CAMPBELL,SANCHEZJERRY@EXAMPLE.NET,35,MALE,West Jennifer,21,FURNITURE,SOFAS,271.31,14.07,23x12x8,3670,05-28-2022,€104.04,STANDARD,Pending,3670,1,43,2022-05-17,253,West Jaredburgh,17353,6,Morgan LLC,NEW MARKTOWN,2.48
3671,TAMMY SCHROEDER,ESTANLEY@EXAMPLE.COM,70,MALE,Sarafort,10,ELECTRONICS,LAPTOPS,902.84,42.64,3x22x28,3671,05-30-2021,$2237.25,EXPRESS,Cancelled,3671,287,196,2021-06-18,351,Tylerland,17744,8,Parks-Gallegos,JENKINSSIDE,6.82
3672,LESLIE DIAZ,KAYLEE39@EXAMPLE.COM,54,MALE,Angelaside,48,CLOTHING,JEANS,801.88,34.47,31x15x31,3672,07-07-2021,£3091.1,TWO-DAY,Pending,3672,520,94,2022-07-11,441,Jamesborough,12091,2,Miller-Pearson,CLARKMOUTH,9.83
3673,DON PADILLA JR.,ZWILLIAMS@EXAMPLE.NET,50,FEMALE,East Christophermouth,2,ELECTRONICS,MOBILE PHONES,532.76,27.49,47x31x3,3673,10-01-2020,€1928.75,STANDARD,Delivered,3673,848,335,2022-02-05,121,North Rodneyfurt,8821,2,Miller-Pearson,CLARKMOUTH,9.83
3674,ABIGAIL TAYLOR,STEPHANIE63@EXAMPLE.COM,62,MALE,West Daniel,6,FURNITURE,CHAIRS,983.01,22.85,35x37x26,3674,02-17-2021,$455.2,STANDARD,Cancelled,3674,773,105,2021-02-27,265,Smithport,6120,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
3675,CHRISTOPHER STOKES,REYNOLDSMICHAEL@EXAMPLE.NET,31,MALE,North Davidfort,11,CLOTHING,HATS,868.73,41.79,11x20x27,3675,09-28-2022,£1119.24,EXPRESS,Cancelled,3675,183,293,2021-02-12,224,North John,7169,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
3676,CINDY BELL,SMITHALLISON@EXAMPLE.ORG,35,FEMALE,Brendaland,21,FURNITURE,SOFAS,270.1,38.81,18x10x12,3676,12-24-2022,€1533.92,STANDARD,Cancelled,3676,882,101,2022-07-25,171,West Williamfort,7879,2,Miller-Pearson,CLARKMOUTH,9.83
3677,WILLIAM GARCIA,KWALTER@EXAMPLE.COM,68,FEMALE,Lake Sarah,0,ELECTRONICS,SMART WATCHES,583.12,19.46,20x39x29,3677,01-02-2023,€123.14,EXPRESS,Pending,3677,723,355,2021-11-02,479,Victortown,17609,7,Miller Group,CLARKMOUTH,6.56
3678,CHRIS ANDERSON,GARY55@EXAMPLE.COM,51,MALE,New Brittanyfurt,3,FURNITURE,CABINETS,109.34,34.32,14x28x21,3678,07-08-2021,€912.65,STANDARD,Delivered,3678,264,187,2022-01-16,179,Morrisbury,15218,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
3679,KEVIN HAYES,CHRISTY90@EXAMPLE.COM,63,MALE,North Shane,11,CLOTHING,HATS,181.09,35.12,48x5x48,3679,09-05-2020,€738.42,STANDARD,Shipped,3679,170,144,2020-12-29,337,Jacksonhaven,18085,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
3680,ALEJANDRO PAYNE,YGONZALEZ@EXAMPLE.ORG,26,MALE,New Desireeberg,6,FURNITURE,CHAIRS,216.33,19.22,11x39x41,3680,08-19-2023,£2873.1,TWO-DAY,Pending,3680,8,20,2021-04-01,276,Port Carlahaven,7441,5,Morgan LLC,PORT ROBYNMOUTH,1.23
3681,JONATHAN BOWEN,LESLIEHORTON@EXAMPLE.NET,47,FEMALE,New Anthony,8,CLOTHING,SHOES,47.2,36.0,47x26x23,3681,05-01-2023,€400.59,STANDARD,Delivered,3681,417,41,2022-02-27,365,Salasfort,14528,8,Parks-Gallegos,JENKINSSIDE,6.82
3682,TONYA CONTRERAS,UPETERS@EXAMPLE.ORG,62,MALE,East Michael,8,CLOTHING,SHOES,280.97,48.5,16x1x43,3682,12-21-2020,€2753.35,EXPRESS,Delivered,3682,414,278,2020-12-13,273,South Peggy,7933,7,Miller Group,CLARKMOUTH,6.56
3683,JAMES TATE,ILEONARD@EXAMPLE.ORG,61,FEMALE,West Troy,1,ELECTRONICS,CAMERAS,927.21,4.6,7x8x39,3683,08-13-2021,£657.22,STANDARD,Pending,3683,252,214,2022-06-05,33,Heathertown,14932,6,Morgan LLC,NEW MARKTOWN,2.48
3684,LARRY DAVIS,NOLSON@EXAMPLE.NET,34,MALE,Port Michaelmouth,8,CLOTHING,SHOES,943.91,47.41,10x7x31,3684,04-26-2023,$418.57,EXPRESS,Shipped,3684,643,202,2021-05-31,311,Andreaberg,5699,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3685,STEPHANIE HANCOCK,AHALL@EXAMPLE.COM,45,FEMALE,West Alyssa,3,FURNITURE,CABINETS,205.17,44.67,45x11x47,3685,08-29-2021,€409.84,STANDARD,Delivered,3685,115,28,2021-04-11,203,Powersbury,6741,7,Miller Group,CLARKMOUTH,6.56
3686,AMANDA CAMACHO,BRANCHCONNOR@EXAMPLE.COM,39,FEMALE,South Kaitlin,48,CLOTHING,JEANS,936.59,9.44,5x18x23,3686,07-15-2023,£682.97,TWO-DAY,Shipped,3686,382,404,2022-05-03,412,North Karen,11349,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3687,JASON PITTMAN,PPRINCE@EXAMPLE.NET,43,MALE,North Katie,48,CLOTHING,JEANS,269.29,37.72,47x46x12,3687,01-02-2021,€821.71,STANDARD,Cancelled,3687,738,142,2022-03-07,247,New Lauren,15715,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
3688,SUSAN SMITH,NICHOLSTONY@EXAMPLE.ORG,29,MALE,Lake Dianatown,4,CLOTHING,T-SHIRTS,591.75,42.78,44x37x23,3688,07-30-2022,£3523.5,EXPRESS,Pending,3688,198,27,2021-04-08,488,Murphyville,16971,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
3690,LORI DAVID,JCOX@EXAMPLE.NET,46,MALE,South Katherine,9,FURNITURE,BEDS,618.58,48.37,24x49x24,3690,04-02-2023,£217.13,STANDARD,Pending,3690,582,480,2021-10-28,265,Smithport,6120,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
3691,MASON GARCIA,BETTYMILLER@EXAMPLE.ORG,27,FEMALE,Bushfort,6,FURNITURE,CHAIRS,841.75,28.13,15x47x25,3691,11-13-2021,€1606.52,TWO-DAY,Delivered,3691,119,321,2022-02-06,470,New Jenniferbury,14242,7,Miller Group,CLARKMOUTH,6.56
3692,WILLIAM BOLTON,NORMANVASQUEZ@EXAMPLE.COM,36,FEMALE,South Sarah,11,CLOTHING,HATS,933.84,30.9,48x8x34,3692,07-04-2021,£526.68,EXPRESS,Pending,3692,163,158,2021-12-05,103,New Brentmouth,9478,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
3693,CYNTHIA MENDOZA,MARY05@EXAMPLE.NET,40,FEMALE,Port Randy,21,FURNITURE,SOFAS,76.16,12.96,15x49x16,3693,06-16-2023,$477.06,EXPRESS,Shipped,3693,483,231,2022-02-08,158,New Wendy,12047,5,Morgan LLC,PORT ROBYNMOUTH,1.23
3694,SHANNON GREEN,WOWENS@EXAMPLE.ORG,58,MALE,South Anita,12,CLOTHING,DRESSES,108.49,3.26,31x22x5,3694,09-06-2022,$372.44,EXPRESS,Delivered,3694,293,201,2021-06-08,218,East Brandonville,5696,6,Morgan LLC,NEW MARKTOWN,2.48
3695,JENNA GARCIA,SHARONRIVERA@EXAMPLE.COM,44,MALE,Paulton,1,ELECTRONICS,CAMERAS,735.18,21.79,15x16x5,3695,09-27-2022,€1131.7,TWO-DAY,Shipped,3695,148,125,2021-09-24,59,Port Jenniferborough,14199,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
3696,JUAN DANIELS,OWADE@EXAMPLE.NET,65,FEMALE,Rayview,10,ELECTRONICS,LAPTOPS,527.0,32.57,35x8x18,3696,01-04-2022,$1354.38,EXPRESS,Delivered,3696,482,488,2022-05-24,228,Kellyborough,16578,8,Parks-Gallegos,JENKINSSIDE,6.82
3697,DEBORAH JOHNSON,DEBORAH41@EXAMPLE.COM,28,FEMALE,Port Melissastad,16,FURNITURE,TABLES,944.17,32.53,36x14x16,3697,03-19-2022,€2953.71,TWO-DAY,Shipped,3697,454,298,2020-09-08,3,Port Annette,10684,2,Miller-Pearson,CLARKMOUTH,9.83
3698,ERICA JOHNSON,TIMOTHY06@EXAMPLE.COM,69,FEMALE,Port Carolyn,12,CLOTHING,DRESSES,682.76,22.96,43x9x17,3698,03-14-2022,$1286.2,EXPRESS,Shipped,3698,718,391,2021-11-05,41,East Rodney,7172,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
3699,NICOLE MORGAN,SHEENA75@EXAMPLE.NET,51,FEMALE,New Beverly,4,CLOTHING,T-SHIRTS,354.34,3.62,39x39x5,3699,07-15-2022,£2445.0,STANDARD,Delivered,3699,429,389,2021-12-29,274,East Jacobview,5558,5,Morgan LLC,PORT ROBYNMOUTH,1.23
3701,ADRIAN CRAWFORD,MICHELLEBREWER@EXAMPLE.COM,46,FEMALE,West Nicholasshire,9,FURNITURE,BEDS,249.78,38.83,13x13x32,3701,09-09-2022,$236.73,STANDARD,Delivered,3701,619,375,2022-06-13,216,Port Christopher,13146,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3702,CALVIN BREWER,HEATHERMONTGOMERY@EXAMPLE.NET,49,FEMALE,Alexanderburgh,6,FURNITURE,CHAIRS,464.06,11.88,28x37x25,3702,07-14-2022,£871.45,TWO-DAY,Pending,3702,983,131,2022-02-23,30,South Amanda,15630,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
3703,MIRANDA DUNLAP,LISA82@EXAMPLE.NET,40,MALE,Seanfurt,10,ELECTRONICS,LAPTOPS,777.07,14.52,26x43x49,3703,03-19-2022,£828.51,EXPRESS,Delivered,3703,412,249,2022-08-25,490,Lake Brandon,15498,2,Miller-Pearson,CLARKMOUTH,9.83
3704,RYAN HERNANDEZ,WILLIAM22@EXAMPLE.ORG,62,MALE,North Pamelaville,1,ELECTRONICS,CAMERAS,959.8,7.06,2x3x31,3704,09-22-2020,£1988.26,EXPRESS,Pending,3704,979,242,2021-03-16,416,South Jamiemouth,8387,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
3705,KATHRYN GONZALES,YFOX@EXAMPLE.COM,65,FEMALE,Solomonview,2,ELECTRONICS,MOBILE PHONES,537.25,8.19,8x13x34,3705,12-25-2020,$669.32,STANDARD,Shipped,3705,569,134,2022-07-22,94,Aliciafurt,15318,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
3706,JOYCE GRANT,LAURAWILLIAMS@EXAMPLE.COM,58,MALE,Eugenechester,11,CLOTHING,HATS,529.19,20.27,1x8x2,3706,01-16-2023,€1269.08,EXPRESS,Shipped,3706,454,338,2021-12-08,252,Port Williamville,11266,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3707,MARY ANDERSON,RSANDERS@EXAMPLE.NET,28,MALE,South Susanstad,9,FURNITURE,BEDS,719.32,18.12,1x1x48,3707,12-15-2020,$919.19,EXPRESS,Delivered,3707,649,111,2021-12-04,149,South Victoria,13125,5,Morgan LLC,PORT ROBYNMOUTH,1.23
3708,BARBARA BURNS,PATRICK91@EXAMPLE.NET,45,MALE,Ayalaland,3,FURNITURE,CABINETS,248.15,17.71,43x50x46,3708,06-21-2021,$1842.5,STANDARD,Shipped,3708,906,276,2022-04-12,448,Conleyborough,17470,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
3710,JASON KING,BEVERLY08@EXAMPLE.COM,67,FEMALE,North Christophertown,1,ELECTRONICS,CAMERAS,855.83,47.2,50x8x49,3710,07-10-2022,€24.8,STANDARD,Cancelled,3710,960,243,2020-11-21,10,Loganburgh,12104,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
3711,ALEXANDRA CERVANTES,LMURPHY@EXAMPLE.COM,49,FEMALE,South Pamelafort,0,ELECTRONICS,SMART WATCHES,713.32,18.93,22x42x49,3711,03-15-2023,$2245.86,EXPRESS,Shipped,3711,33,396,2022-02-02,6,Dawnport,7291,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
3712,ERIC MITCHELL,VPETERSON@EXAMPLE.COM,52,FEMALE,New Timothy,11,CLOTHING,HATS,23.77,31.75,19x5x31,3712,08-19-2022,$2447.15,TWO-DAY,Delivered,3712,587,146,2021-04-06,35,Lake Edward,10470,8,Parks-Gallegos,JENKINSSIDE,6.82
3713,LYNN WILLIAMS,TCASTILLO@EXAMPLE.NET,29,FEMALE,Aprilberg,8,CLOTHING,SHOES,516.32,37.7,47x7x15,3713,03-05-2023,$235.73,TWO-DAY,Shipped,3713,905,380,2022-04-09,312,Lake Lynnstad,17945,6,Morgan LLC,NEW MARKTOWN,2.48
3714,JESSICA ATKINSON,MICHELLE92@EXAMPLE.ORG,54,MALE,South Davidton,11,CLOTHING,HATS,868.6,4.74,20x50x19,3714,01-09-2023,€627.39,EXPRESS,Cancelled,3714,275,474,2021-05-29,104,Martinezbury,14624,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3715,GUY JACKSON,LINGRAM@EXAMPLE.NET,18,MALE,South Sandra,2,ELECTRONICS,MOBILE PHONES,848.68,24.6,45x21x25,3715,11-24-2020,£640.63,STANDARD,Shipped,3715,373,406,2022-07-06,462,New Juliechester,9044,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3716,ROBERT THOMPSON,NICHOLAS78@EXAMPLE.NET,35,MALE,Josephview,8,CLOTHING,SHOES,808.24,15.21,34x13x1,3716,05-13-2023,€1678.58,STANDARD,Delivered,3716,265,69,2021-11-05,219,Michaelshire,15313,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
3717,WENDY WILLIAMS,OWOLF@EXAMPLE.COM,49,MALE,New Janice,12,CLOTHING,DRESSES,439.36,27.38,13x34x49,3717,12-16-2020,£1596.48,EXPRESS,Pending,3717,909,414,2021-11-22,169,Edwardshire,8032,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3718,TONY WHITE,DIANASERRANO@EXAMPLE.COM,24,FEMALE,New Connie,12,CLOTHING,DRESSES,833.67,36.28,21x9x6,3718,08-09-2021,£1096.32,TWO-DAY,Shipped,3718,201,92,2022-06-20,248,West Valerieton,18050,7,Miller Group,CLARKMOUTH,6.56
3719,CHRISTINA CHAMBERS,PAUL46@EXAMPLE.ORG,48,MALE,Lake Kyle,2,ELECTRONICS,MOBILE PHONES,263.28,30.14,14x30x34,3719,12-07-2022,$183.82,TWO-DAY,Shipped,3719,762,135,2021-05-28,240,Port Marilyn,14392,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3720,WHITNEY HARRIS,DAVID18@EXAMPLE.NET,66,MALE,Dianaland,4,CLOTHING,T-SHIRTS,451.58,1.43,45x23x31,3720,02-19-2023,€468.4,TWO-DAY,Shipped,3720,367,191,2022-05-21,198,Port Timothyport,16452,5,Morgan LLC,PORT ROBYNMOUTH,1.23
3721,STEPHANIE ROBERTSON,ANTHONYVALENTINE@EXAMPLE.ORG,46,FEMALE,Emilytown,6,FURNITURE,CHAIRS,492.71,49.66,7x32x50,3721,10-18-2022,£3203.15,STANDARD,Delivered,3721,558,161,2021-11-18,52,North Mary,19446,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3722,HANNAH COLEMAN,BETHCOLEMAN@EXAMPLE.COM,18,MALE,East Joyport,12,CLOTHING,DRESSES,42.93,45.12,28x16x30,3722,03-31-2021,€3545.56,TWO-DAY,Shipped,3722,854,338,2022-02-21,64,Lake Robertport,14987,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
3723,DAVID JACKSON,STEPHANIE88@EXAMPLE.COM,54,MALE,Conwayside,3,FURNITURE,CABINETS,794.67,37.24,43x49x50,3723,01-27-2023,€2685.57,STANDARD,Cancelled,3723,401,221,2021-11-11,207,Lewisberg,19980,6,Morgan LLC,NEW MARKTOWN,2.48
3725,JESUS BOWERS,WARNERAMY@EXAMPLE.COM,61,FEMALE,Nicholasview,9,FURNITURE,BEDS,912.18,47.43,38x40x42,3725,05-30-2021,€2510.1,STANDARD,Cancelled,3725,484,451,2022-01-01,447,West Xavier,14357,6,Morgan LLC,NEW MARKTOWN,2.48
3726,DANIEL LEWIS,SHANE71@EXAMPLE.ORG,23,MALE,Kingview,1,ELECTRONICS,CAMERAS,753.79,27.54,18x32x28,3726,02-23-2021,£3492.68,EXPRESS,Shipped,3726,226,290,2021-09-17,148,Woodville,6865,5,Morgan LLC,PORT ROBYNMOUTH,1.23
3727,KYLE PARKER,LARRYTHOMPSON@EXAMPLE.NET,56,FEMALE,North Laura,10,ELECTRONICS,LAPTOPS,322.8,32.18,44x12x31,3727,07-28-2022,$140.94,STANDARD,Pending,3727,559,364,2021-06-21,31,Williamsonburgh,9705,2,Miller-Pearson,CLARKMOUTH,9.83
3728,ABIGAIL RHODES,EMMAMARTINEZ@EXAMPLE.COM,27,MALE,Manningchester,12,CLOTHING,DRESSES,722.06,49.6,1x7x4,3728,12-30-2021,$4694.35,EXPRESS,Delivered,3728,70,164,2022-05-17,311,Andreaberg,5699,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3729,MARK GIBSON,SUSANCOLLINS@EXAMPLE.COM,67,MALE,Shanefurt,13,ELECTRONICS,HEADPHONES,830.12,11.46,44x43x9,3729,05-14-2021,$762.16,STANDARD,Cancelled,3729,54,265,2021-05-21,126,Reyestown,12711,8,Parks-Gallegos,JENKINSSIDE,6.82
3730,BRENDA MACIAS,DANIEL34@EXAMPLE.ORG,52,MALE,East Nicholas,11,CLOTHING,HATS,114.87,30.16,12x16x6,3730,05-03-2021,€110.57,TWO-DAY,Delivered,3730,631,327,2022-08-25,358,East Tylerbury,8715,5,Morgan LLC,PORT ROBYNMOUTH,1.23
3731,MELISSA HUERTA,WILLIAM08@EXAMPLE.COM,39,MALE,East Amandaberg,8,CLOTHING,SHOES,403.51,26.74,32x23x30,3731,01-19-2021,€3329.44,TWO-DAY,Delivered,3731,560,375,2021-11-06,152,Perryhaven,18114,8,Parks-Gallegos,JENKINSSIDE,6.82
3732,CONNIE GEORGE,DONALDSONSTEPHANIE@EXAMPLE.NET,24,MALE,South Andrewview,21,FURNITURE,SOFAS,365.37,13.1,9x49x25,3732,06-11-2022,$2660.37,TWO-DAY,Cancelled,3732,474,358,2021-06-30,447,West Xavier,14357,6,Morgan LLC,NEW MARKTOWN,2.48
3734,CINDY MILLER,REEDALICIA@EXAMPLE.NET,42,MALE,Whiteport,12,CLOTHING,DRESSES,170.97,16.46,39x8x30,3734,08-12-2023,€1038.64,STANDARD,Cancelled,3734,488,368,2021-04-17,347,Wilkinsfurt,8761,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
3735,MELISSA DAVIS,ASHLEYKING@EXAMPLE.COM,55,MALE,Matthewshire,0,ELECTRONICS,SMART WATCHES,484.89,7.09,14x47x8,3735,09-07-2021,$1001.46,STANDARD,Pending,3735,460,449,2022-02-17,21,Aprilland,5957,5,Morgan LLC,PORT ROBYNMOUTH,1.23
3736,KATHRYN BRAUN,JOSEPHMONTGOMERY@EXAMPLE.COM,48,FEMALE,South Kevin,1,ELECTRONICS,CAMERAS,454.14,47.95,4x38x18,3736,06-01-2023,£1513.71,EXPRESS,Delivered,3736,64,261,2021-06-13,472,Jamesstad,8250,2,Miller-Pearson,CLARKMOUTH,9.83
3737,CHRISTIAN FREY,TIFFANY57@EXAMPLE.ORG,55,MALE,Kennethtown,48,CLOTHING,JEANS,104.16,36.95,19x47x39,3737,01-14-2023,£1867.96,EXPRESS,Delivered,3737,183,499,2022-06-20,483,Danielfurt,12745,8,Parks-Gallegos,JENKINSSIDE,6.82
3738,KATELYN AUSTIN,BARBARA39@EXAMPLE.ORG,63,MALE,Port Glenn,4,CLOTHING,T-SHIRTS,288.05,21.5,19x38x13,3738,03-18-2023,$1863.8,STANDARD,Pending,3738,8,478,2021-07-23,42,Harrisside,19264,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
3739,LISA MARTIN,TERRIRICHARD@EXAMPLE.NET,32,FEMALE,Matthewstad,6,FURNITURE,CHAIRS,286.41,32.08,28x24x28,3739,03-26-2021,$1360.59,EXPRESS,Delivered,3739,116,109,2021-04-16,22,North Calvinbury,12781,8,Parks-Gallegos,JENKINSSIDE,6.82
3740,ALEJANDRA BARNETT,FMAHONEY@EXAMPLE.COM,37,FEMALE,Robertport,6,FURNITURE,CHAIRS,750.28,15.02,13x19x50,3740,06-23-2022,€2559.78,STANDARD,Pending,3740,385,475,2021-10-08,428,East Sandrahaven,19705,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3741,DONALD BAKER,SALLY44@EXAMPLE.NET,49,FEMALE,Suechester,6,FURNITURE,CHAIRS,368.82,9.68,32x19x23,3741,05-11-2022,£1687.32,EXPRESS,Pending,3741,404,89,2022-07-12,53,Davidmouth,13536,5,Morgan LLC,PORT ROBYNMOUTH,1.23
3742,ERIC ROBERTS,ASHLEYWILLIAMS@EXAMPLE.ORG,66,MALE,West Josephburgh,8,CLOTHING,SHOES,381.99,49.83,44x38x25,3742,03-29-2022,£1605.0,STANDARD,Delivered,3742,410,388,2021-01-20,324,North Pamelachester,10294,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3743,STEVEN BROOKS,ABALLARD@EXAMPLE.NET,23,MALE,Karenchester,4,CLOTHING,T-SHIRTS,167.2,10.87,17x26x16,3743,05-16-2023,€2000.28,STANDARD,Delivered,3743,481,395,2020-10-14,496,Mercadoburgh,19810,3,Johnson-Rodriguez,KATHERINEBOROUGH,7.4
3744,GLORIA DAVIS,QJACOBSON@EXAMPLE.ORG,20,MALE,Shawnland,6,FURNITURE,CHAIRS,881.74,37.39,24x36x46,3744,02-26-2022,£2673.75,STANDARD,Cancelled,3744,543,207,2022-08-07,57,Princemouth,6544,2,Miller-Pearson,CLARKMOUTH,9.83
3745,CORY SMITH,JENNIFER95@EXAMPLE.NET,22,FEMALE,Laurieview,1,ELECTRONICS,CAMERAS,40.4,2.18,20x22x4,3745,05-30-2021,€2857.71,TWO-DAY,Shipped,3745,493,370,2022-08-04,492,Cainshire,18296,7,Miller Group,CLARKMOUTH,6.56
3746,ANTHONY SANTIAGO,UBRAUN@EXAMPLE.COM,55,MALE,Amandastad,12,CLOTHING,DRESSES,463.96,1.25,4x17x28,3746,09-28-2022,£989.04,STANDARD,Pending,3746,272,433,2022-03-13,249,New Amanda,11942,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3747,TRACY GARCIA,SIMONMICHAEL@EXAMPLE.NET,41,FEMALE,North Ethanfort,16,FURNITURE,TABLES,856.05,3.3,15x16x28,3747,12-10-2022,$1414.22,TWO-DAY,Cancelled,3747,964,323,2021-09-20,161,West Michelleshire,7101,4,Salas Gonzalez and Todd,JESSICASHIRE,2.35
3748,DANIEL WARD,CHADELLIOTT@EXAMPLE.NET,20,FEMALE,Shellymouth,12,CLOTHING,DRESSES,564.94,2.22,32x5x9,3748,03-26-2021,$3460.08,EXPRESS,Pending,3748,264,354,2021-04-23,154,Lake Joshua,16444,8,Parks-Gallegos,JENKINSSIDE,6.82
3749,JULIE HOOD,SMALLSARA@EXAMPLE.ORG,66,FEMALE,Jaredton,2,ELECTRONICS,MOBILE PHONES,356.03,10.66,19x50x45,3749,01-12-2023,£2655.52,TWO-DAY,Shipped,3749,286,135,2021-05-08,398,Karenside,12635,2,Miller-Pearson,CLARKMOUTH,9.83
3751,ROGER GARCIA,YSULLIVAN@EXAMPLE.NET,47,FEMALE,Martinezland,8,CLOTHING,SHOES,40.22,37.79,23x14x28,3751,10-27-2021,€1305.94,STANDARD,Shipped,3751,15,130,2022-06-06,346,West Linda,7748,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
3752,GREGORY BOWEN,STEPHANIE34@EXAMPLE.ORG,31,FEMALE,Nancymouth,9,FURNITURE,BEDS,176.24,26.1,29x11x1,3752,12-10-2021,£939.26,TWO-DAY,Delivered,3752,249,331,2021-06-09,430,Port Richardmouth,7780,8,Parks-Gallegos,JENKINSSIDE,6.82
3753,JESSICA GARDNER,EVANSLINDSEY@EXAMPLE.ORG,49,FEMALE,Sherrychester,48,CLOTHING,JEANS,155.58,47.31,47x5x15,3753,11-13-2021,€4528.7,TWO-DAY,Delivered,3753,215,366,2022-01-07,478,Tanyastad,15529,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
3754,MELINDA GRIFFIN,BOYLEALYSSA@EXAMPLE.ORG,44,FEMALE,West Allenland,6,FURNITURE,CHAIRS,428.73,25.54,29x21x12,3754,12-04-2022,€495.04,TWO-DAY,Pending,3754,643,68,2021-10-02,287,West Susan,5478,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
3755,STEFANIE THOMAS,ALICIAHERNANDEZ@EXAMPLE.COM,19,FEMALE,Daniellechester,48,CLOTHING,JEANS,913.79,48.92,1x7x6,3755,09-10-2022,$2770.86,TWO-DAY,Cancelled,3755,122,439,2021-06-19,98,Whitemouth,9656,8,Parks-Gallegos,JENKINSSIDE,6.82
3756,DAWN MCDONALD,RAMOSJACOB@EXAMPLE.NET,32,FEMALE,Mitchellburgh,10,ELECTRONICS,LAPTOPS,317.46,27.51,46x1x20,3756,01-13-2023,$2104.36,TWO-DAY,Pending,3756,912,427,2020-09-30,253,West Jaredburgh,17353,9,Johnson-Rodriguez,KATHERINEBOROUGH,7.81
3757,JERRY SHANNON,YESTRADA@EXAMPLE.NET,34,FEMALE,New April,1,ELECTRONICS,CAMERAS,616.09,49.03,44x46x11,3757,12-31-2021,£3288.45,EXPRESS,Pending,3757,733,34,2021-09-06,326,Port Jackson,14224,1,Salas Gonzalez and Todd,PATRICIABERG,8.21
3758,NATALIE CAMPBELL,AMYMYERS@EXAMPLE.NET,28,MALE,South Robert,21,FURNITURE,SOFAS,13.41,8.58,19x20x25,3758,10-04-2022,€674.67,TWO-DAY,Shipped,3758,389,267,2022-06-29,231,Teresaland,16828,2,Miller-Pearson,CLARKMOUTH,9.83
3759,KRISTA EVANS,VICTORIASIMMONS@EXAMPLE.ORG,27,FEMALE,Baldwintown,10,ELECTRONICS,LAPTOPS,98.41,37.46,7x1x14,3759,01-03-2021,€736.73,TWO-DAY,Pending,3759,13,163,2022-07-20,329,Lake William,8382,6,Morgan LLC,NEW MARKTOWN,2.48
